id,url_title,date,product_title,currency,product_price
4,https://www.amazon.com/s?k=laptop&page=4,20251203,"Gaming Laptop, Laptop 2025 Laptop, ΑΜD Ryzen 5 7430U,15.6-in IPS 16GB RAM 512GB NVMe SSD, WiFi 6, Numeric Keypad, Home Laptops Office Laptops, HDMI Type-C USB3.2 Webcam 3.5mm Audio",$,399.0
4,https://www.amazon.com/s?k=laptop&page=4,20251203,"HP 14 Laptop Student Business 2025 Flagship Computer, AI Copilot, 4-Core 13th Gen Intel CPU, 16GB RAM 628GB Storage (128GB UFS+500GB Ext) 1-Yr Office 365 Long Battery HubxcelAccessory Win 11S Lavender",$,349.0
4,https://www.amazon.com/s?k=laptop&page=4,20251203,"HP 17.3 inch Touchscreen Laptop, Intel Ultra 7 255U 12-Core(Beat Ultra 7 155H), 64 GB DDR5, 2 TB SSD, HD+ 250 nit Display, Copilot AI, Backlit KB, Long Battery, Wifi 6, Windows11 Pro, w/RH-Accessories",$,766.0
4,https://www.amazon.com/s?k=laptop&page=4,20251203,"HP Latest 15.6"" FHD Business Laptop, Intel Dual Core Processor Series, 16GB RAM | 512GB PCIe SSD, Wi-Fi 6, Copilot AI, SD Card Reader, Win11 Pro with Microsoft Office, for Work&Study",$,699.99
4,https://www.amazon.com/s?k=laptop&page=4,20251203,HP Ultrabook Laptop for Students and Business • Office 365 & Copilot AI • Intel 4-Core CPU • 1.1TB Storage (1TB OneDrive and 64GB SSD) • 8GB RAM • Windows 11 w/o Mouse,$,529.99
4,https://www.amazon.com/s?k=laptop&page=4,20251203,"Laptop Computer with Gold 6500Y (Beat N5095, Up to 3.4GHz), Laptop 32GB RAM 1TB SSD, 15.6-Inch 1080P FHD IPS Display, Win 11 Pro, WiFi 5G, BT5, Type-C, HDMI, Laptops",$,299.0
4,https://www.amazon.com/s?k=laptop&page=4,20251203,"Laptop Computer, 16GB RAM 256GB SSD Laptops, 6500Y Processor (up to 3.4GHz), 15.6"" FHD IPS Display, Laptop for Student and Business, WiFi 5, BT 5.0, Sliver",$,239.0
4,https://www.amazon.com/s?k=laptop&page=4,20251203,"Lenovo 2025 ThinkPad P14s Gen 6 Mobile Workstation with 14” OLED 2.8K Dolby Vision VRR 30-120Hz Touchscreen, 64GB DDR5 Memory, AMD Ryzen AI 7 PRO 350 Processor, 1TB SSD, Windows 11 Pro - Copilot+ PC",$,"2,699.00"
4,https://www.amazon.com/s?k=laptop&page=4,20251203,"Lenovo 2026 New Generation 15.6"" Business Laptop for Everyday Use| AMD Ryzen 7 5825U(Outperforms i9-10885H) |16GB RAM | 512GB SSD | Ultra Quiet Design | Long Battery Life | Wi-Fi 6 | Windows 11 Pro",$,398.99
4,https://www.amazon.com/s?k=laptop&page=4,20251203,"Lenovo IdeaPad Slim 3X - 2025 - Everyday AI Laptop - Copilot+ PC - 15.3"" WUXGA Display - 16 GB Memory - 512 GB Storage - Qualcomm® Snapdragon® X - Luna Grey",$,621.0
4,https://www.amazon.com/s?k=laptop&page=4,20251203,"Lenovo ThinkPad E14 Gen 6 14"" FHD+ Display, Intel Ultra 5-125U, 32GB DDR5 RAM, 1TB SSD PCIe, Backlit Keyboard, WiFi 6E + BT, RJ-45, FHD Webcam, Windows 11 Pro, AI Business Laptop - Black",$,949.0
4,https://www.amazon.com/s?k=laptop&page=4,20251203,"Lenovo ThinkPad E16 Gen 2 Business Laptop, 16"" WUXGA Touchscreen, AMD Ryzen 5 7535U, 32GB DDR5, 1TB SSD, Fingerprint, Backlit KB, Wi-Fi 6E, Windows 11 Pro, Bundle with Wireless Mouse & Flash Drive",$,999.0
4,https://www.amazon.com/s?k=laptop&page=4,20251203,"Lenovo Thinkpad E16 Gen 2 Business Laptop 16.0"" IPS WUXGA Display (AMD Ryzen 5 7535U, 16GB DDR5, 512GB PCIe SSD, Backlit KYB, Fingerprint, WiFi 6E, BT 5.3, Win 11 Pro) w/DKZ Hub",$,749.0
4,https://www.amazon.com/s?k=laptop&page=4,20251203,Microsoft Surface Laptop 4 13.5” Touch-Screen – Intel Core i7 - 32GB - 1TB Solid State Drive - Matte Black,$,799.99
4,https://www.amazon.com/s?k=laptop&page=4,20251203,"jumper 17.6 Inch Laptop, 1 Year Office 365, Laptop Computer with 16GB RAM, 512GB SSD+128GB Storage, Windows 11 Laptop, Celeron N95 Processor, 100% sRGB FHD Display, WiFi6, BT5.2, Backlit Keyboard",$,"1,499"
4,https://www.amazon.com/s?k=laptop&page=4,20251203,"laptop 16-inch , 8GB DDR 256GB SSD portable laptop computer, expandable to 1TB, Pentium quad-core CPU up to 2.64 GHz, 9000mAh battery, interface, USB3.0 interface, dual-band WiFi, webcam, slim laptops",$,199.0
5,https://www.amazon.com/s?k=laptop&page=5,20251203,"14 inch Laptop Computer - Pentium Processor with 16GB RAM 256GB SSD, Portable Lightweight Win 11 Laptops, USB 3.2 Gen1, Dual Type-C, USB3.2 Gen1, HDMI, TF Card Slot",$,239.0
5,https://www.amazon.com/s?k=laptop&page=5,20251203,"17.3 Inch Windows 11 Laptop Computer with 24GB RAM 512GB SSD, Celeron N5095 CPU(Up to 2.9GHz), 16:10 FHD IPS 1920x1200 Display, Bluetooth 5.0, USB 3.0, Type-C, Portable Business Student Laptops",$,899.0
5,https://www.amazon.com/s?k=laptop&page=5,20251203,"AOC Laptop 15.6"" Full HD IPS Display Laptop Computer with N95 Processor, Work Laptops 16GB RAM 512GB SSD Windows 11 Laptop Business Computer Light&Thin, Metal Shell, Webcam, Type-C, USB 3.2",$,379.0
5,https://www.amazon.com/s?k=laptop&page=5,20251203,"AOC Laptop Computer with N95 Processor(Up to 3.4GHz) 16GB RAM 512GB SSD Laptop, 15.6 Inch FHD Screen Laptops Windows 11 Laptop Computer, Light&Thin, Metal Shell, Webcam, Type-C, USB3.2, Grey",$,389.0
5,https://www.amazon.com/s?k=laptop&page=5,20251203,"ASUS ROG Strix G16 (2025) Gaming Laptop, 16” ROG Nebula Display 16:10 2.5K 240Hz/3ms, NVIDIA® GeForce RTX™ 5060 GPU, Intel® Core™ Ultra 9 Processor 275HX, 16GB DDR5, 1TB SSD, Wi-Fi 7, Wind11 Home",$,"1,899"
5,https://www.amazon.com/s?k=laptop&page=5,20251203,"ASUS TUF Gaming F16 Gaming Laptop, 16” FHD+ 144Hz IPS-Level 16:10 Display, Intel® Core™ 5 210H, NVIDIA® GeForce RTX™ 4050, 16GB DDR5, 512GB PCIe Gen4 SSD, Wi-Fi 6, Win11 Home, FX607VU-SS53",$,"1,029"
5,https://www.amazon.com/s?k=laptop&page=5,20251203,"ASUS Vivobook S 14 OLED Slim Laptop, AMD Ryzen AI 9 365(10 Cores), 24GB, 1TB SSD, Customizable RGB Keyboard, Cool Silver, M5406WA-AH94",$,"1,138.00"
5,https://www.amazon.com/s?k=laptop&page=5,20251203,"Acer Nitro V Gaming Laptop | Intel Core i9-13900H Processor | NVIDIA GeForce RTX 5060 Laptop GPU | 15.6"" FHD IPS 165Hz Display | 16GB DDR4 | 1TB Gen 4 SSD | Wi-Fi 6 | Backlit KB | ANV15-52-98KV",$,"1,099"
